,x,y
1878,903285.9537603802,6271763.14041018
1879,903285.9537603802,6272574.108487781
1880,903285.9537603802,6273385.076565382
1881,903285.9537603802,6274196.044642983
1882,903285.9537603802,6275007.012720584
1883,903285.9537603802,6275817.980798185
1884,903285.9537603802,6276628.948875786
1885,903285.9537603802,6277439.916953387
1886,903285.9537603802,6278250.885030988
1887,903285.9537603802,6279061.853108589
1888,903285.9537603802,6279872.82118619
1889,903285.9537603802,6280683.7892637905
1890,903285.9537603802,6281494.757341391
1891,903285.9537603802,6282305.725418992
1892,903285.9537603802,6283116.693496593
1893,903285.9537603802,6283927.661574194
1894,903285.9537603802,6284738.629651795
1895,903285.9537603802,6285549.597729396
1896,903285.9537603802,6286360.565806997
1897,903285.9537603802,6287171.533884598
1898,903285.9537603802,6287982.501962199
1899,903285.9537603802,6288793.4700398
1900,903285.9537603802,6289604.438117401
1901,903285.9537603802,6290415.406195002
1902,903285.9537603802,6291226.374272603
1903,903285.9537603802,6292037.342350204
1904,903285.9537603802,6292848.3104278045
1905,903285.9537603802,6293659.278505405
1906,903285.9537603802,6294470.246583006
1907,903285.9537603802,6295281.214660607
1908,903285.9537603802,6296092.182738208
1909,903285.9537603802,6296903.150815809
1910,903285.9537603802,6297714.11889341
1911,903285.9537603802,6298525.086971011
1912,903285.9537603802,6299336.055048612
1913,903285.9537603802,6300147.023126213
1914,903285.9537603802,6300957.991203814
1915,903285.9537603802,6301768.959281415
1916,903285.9537603802,6302579.927359016
1917,903285.9537603802,6303390.895436617
1934,904096.921837981,6268519.2680997765
1935,904096.921837981,6269330.236177377
1936,904096.921837981,6270141.204254978
1937,904096.921837981,6270952.172332579
1938,904096.921837981,6271763.14041018
1939,904096.921837981,6272574.108487781
1940,904096.921837981,6273385.076565382
1941,904096.921837981,6274196.044642983
1942,904096.921837981,6275007.012720584
1943,904096.921837981,6275817.980798185
1944,904096.921837981,6276628.948875786
1945,904096.921837981,6277439.916953387
1946,904096.921837981,6278250.885030988
1947,904096.921837981,6279061.853108589
1948,904096.921837981,6279872.82118619
1949,904096.921837981,6280683.7892637905
1950,904096.921837981,6281494.757341391
1951,904096.921837981,6282305.725418992
1952,904096.921837981,6283116.693496593
1953,904096.921837981,6283927.661574194
1954,904096.921837981,6284738.629651795
1955,904096.921837981,6285549.597729396
1956,904096.921837981,6286360.565806997
1957,904096.921837981,6287171.533884598
1958,904096.921837981,6287982.501962199
1959,904096.921837981,6288793.4700398
1960,904096.921837981,6289604.438117401
1961,904096.921837981,6290415.406195002
1962,904096.921837981,6291226.374272603
1963,904096.921837981,6292037.342350204
1964,904096.921837981,6292848.3104278045
1965,904096.921837981,6293659.278505405
1966,904096.921837981,6294470.246583006
1967,904096.921837981,6295281.214660607
1968,904096.921837981,6296092.182738208
1969,904096.921837981,6296903.150815809
1970,904096.921837981,6297714.11889341
1971,904096.921837981,6298525.086971011
1972,904096.921837981,6299336.055048612
1973,904096.921837981,6300147.023126213
1974,904096.921837981,6300957.991203814
1975,904096.921837981,6301768.959281415
1976,904096.921837981,6302579.927359016
1977,904096.921837981,6303390.895436617
1995,904907.8899155818,6269330.236177377
1996,904907.8899155818,6270141.204254978
1997,904907.8899155818,6270952.172332579
1998,904907.8899155818,6271763.14041018
1999,904907.8899155818,6272574.108487781
2000,904907.8899155818,6273385.076565382
2001,904907.8899155818,6274196.044642983
2002,904907.8899155818,6275007.012720584
2003,904907.8899155818,6275817.980798185
2004,904907.8899155818,6276628.948875786
2005,904907.8899155818,6277439.916953387
2006,904907.8899155818,6278250.885030988
2007,904907.8899155818,6279061.853108589
2008,904907.8899155818,6279872.82118619
2009,904907.8899155818,6280683.7892637905
2010,904907.8899155818,6281494.757341391
2011,904907.8899155818,6282305.725418992
2012,904907.8899155818,6283116.693496593
2013,904907.8899155818,6283927.661574194
2014,904907.8899155818,6284738.629651795
2015,904907.8899155818,6285549.597729396
2016,904907.8899155818,6286360.565806997
2017,904907.8899155818,6287171.533884598
2018,904907.8899155818,6287982.501962199
2019,904907.8899155818,6288793.4700398
2020,904907.8899155818,6289604.438117401
2021,904907.8899155818,6290415.406195002
2022,904907.8899155818,6291226.374272603
2023,904907.8899155818,6292037.342350204
2024,904907.8899155818,6292848.3104278045
2025,904907.8899155818,6293659.278505405
2026,904907.8899155818,6294470.246583006
2027,904907.8899155818,6295281.214660607
2028,904907.8899155818,6296092.182738208
2029,904907.8899155818,6296903.150815809
2030,904907.8899155818,6297714.11889341
2031,904907.8899155818,6298525.086971011
2032,904907.8899155818,6299336.055048612
2033,904907.8899155818,6300147.023126213
2034,904907.8899155818,6300957.991203814
2035,904907.8899155818,6301768.959281415
2036,904907.8899155818,6302579.927359016
2055,905718.8579931826,6269330.236177377
2056,905718.8579931826,6270141.204254978
2057,905718.8579931826,6270952.172332579
2058,905718.8579931826,6271763.14041018
2059,905718.8579931826,6272574.108487781
2060,905718.8579931826,6273385.076565382
2061,905718.8579931826,6274196.044642983
2062,905718.8579931826,6275007.012720584
2063,905718.8579931826,6275817.980798185
2064,905718.8579931826,6276628.948875786
2065,905718.8579931826,6277439.916953387
2066,905718.8579931826,6278250.885030988
2067,905718.8579931826,6279061.853108589
2068,905718.8579931826,6279872.82118619
2069,905718.8579931826,6280683.7892637905
2070,905718.8579931826,6281494.757341391
2071,905718.8579931826,6282305.725418992
2072,905718.8579931826,6283116.693496593
2073,905718.8579931826,6283927.661574194
2074,905718.8579931826,6284738.629651795
2075,905718.8579931826,6285549.597729396
2076,905718.8579931826,6286360.565806997
2077,905718.8579931826,6287171.533884598
2078,905718.8579931826,6287982.501962199
2079,905718.8579931826,6288793.4700398
2080,905718.8579931826,6289604.438117401
2081,905718.8579931826,6290415.406195002
2082,905718.8579931826,6291226.374272603
2083,905718.8579931826,6292037.342350204
2084,905718.8579931826,6292848.3104278045
2085,905718.8579931826,6293659.278505405
2086,905718.8579931826,6294470.246583006
2087,905718.8579931826,6295281.214660607
2088,905718.8579931826,6296092.182738208
2089,905718.8579931826,6296903.150815809
2090,905718.8579931826,6297714.11889341
2091,905718.8579931826,6298525.086971011
2092,905718.8579931826,6299336.055048612
2093,905718.8579931826,6300147.023126213
2094,905718.8579931826,6300957.991203814
2095,905718.8579931826,6301768.959281415
2115,906529.8260707834,6269330.236177377
2116,906529.8260707834,6270141.204254978
2117,906529.8260707834,6270952.172332579
2118,906529.8260707834,6271763.14041018
2119,906529.8260707834,6272574.108487781
2120,906529.8260707834,6273385.076565382
2121,906529.8260707834,6274196.044642983
2122,906529.8260707834,6275007.012720584
2123,906529.8260707834,6275817.980798185
2124,906529.8260707834,6276628.948875786
2125,906529.8260707834,6277439.916953387
2126,906529.8260707834,6278250.885030988
2127,906529.8260707834,6279061.853108589
2128,906529.8260707834,6279872.82118619
2129,906529.8260707834,6280683.7892637905
2130,906529.8260707834,6281494.757341391
2131,906529.8260707834,6282305.725418992
2132,906529.8260707834,6283116.693496593
2133,906529.8260707834,6283927.661574194
2134,906529.8260707834,6284738.629651795
2135,906529.8260707834,6285549.597729396
2136,906529.8260707834,6286360.565806997
2137,906529.8260707834,6287171.533884598
2138,906529.8260707834,6287982.501962199
2139,906529.8260707834,6288793.4700398
2140,906529.8260707834,6289604.438117401
2141,906529.8260707834,6290415.406195002
2142,906529.8260707834,6291226.374272603
2143,906529.8260707834,6292037.342350204
2144,906529.8260707834,6292848.3104278045
2145,906529.8260707834,6293659.278505405
2146,906529.8260707834,6294470.246583006
2147,906529.8260707834,6295281.214660607
2148,906529.8260707834,6296092.182738208
2149,906529.8260707834,6296903.150815809
2150,906529.8260707834,6297714.11889341
2151,906529.8260707834,6298525.086971011
2152,906529.8260707834,6299336.055048612
2153,906529.8260707834,6300147.023126213
2154,906529.8260707834,6300957.991203814
2155,906529.8260707834,6301768.959281415
2175,907340.7941483842,6269330.236177377
2176,907340.7941483842,6270141.204254978
2177,907340.7941483842,6270952.172332579
2178,907340.7941483842,6271763.14041018
2179,907340.7941483842,6272574.108487781
2180,907340.7941483842,6273385.076565382
2181,907340.7941483842,6274196.044642983
2182,907340.7941483842,6275007.012720584
2183,907340.7941483842,6275817.980798185
2184,907340.7941483842,6276628.948875786
2185,907340.7941483842,6277439.916953387
2186,907340.7941483842,6278250.885030988
2187,907340.7941483842,6279061.853108589
2188,907340.7941483842,6279872.82118619
2189,907340.7941483842,6280683.7892637905
2190,907340.7941483842,6281494.757341391
2191,907340.7941483842,6282305.725418992
2192,907340.7941483842,6283116.693496593
2193,907340.7941483842,6283927.661574194
2194,907340.7941483842,6284738.629651795
2195,907340.7941483842,6285549.597729396
2196,907340.7941483842,6286360.565806997
2197,907340.7941483842,6287171.533884598
2198,907340.7941483842,6287982.501962199
2199,907340.7941483842,6288793.4700398
2200,907340.7941483842,6289604.438117401
2201,907340.7941483842,6290415.406195002
2202,907340.7941483842,6291226.374272603
2203,907340.7941483842,6292037.342350204
2204,907340.7941483842,6292848.3104278045
2205,907340.7941483842,6293659.278505405
2206,907340.7941483842,6294470.246583006
2207,907340.7941483842,6295281.214660607
2208,907340.7941483842,6296092.182738208
2209,907340.7941483842,6296903.150815809
2210,907340.7941483842,6297714.11889341
2211,907340.7941483842,6298525.086971011
2212,907340.7941483842,6299336.055048612
2213,907340.7941483842,6300147.023126213
2214,907340.7941483842,6300957.991203814
2215,907340.7941483842,6301768.959281415
2235,908151.7622259851,6269330.236177377
2236,908151.7622259851,6270141.204254978
2237,908151.7622259851,6270952.172332579
2238,908151.7622259851,6271763.14041018
2239,908151.7622259851,6272574.108487781
2240,908151.7622259851,6273385.076565382
2241,908151.7622259851,6274196.044642983
2242,908151.7622259851,6275007.012720584
2243,908151.7622259851,6275817.980798185
2244,908151.7622259851,6276628.948875786
2245,908151.7622259851,6277439.916953387
2246,908151.7622259851,6278250.885030988
2247,908151.7622259851,6279061.853108589
2248,908151.7622259851,6279872.82118619
2249,908151.7622259851,6280683.7892637905
2250,908151.7622259851,6281494.757341391
2251,908151.7622259851,6282305.725418992
2252,908151.7622259851,6283116.693496593
2253,908151.7622259851,6283927.661574194
2254,908151.7622259851,6284738.629651795
2255,908151.7622259851,6285549.597729396
2256,908151.7622259851,6286360.565806997
2257,908151.7622259851,6287171.533884598
2258,908151.7622259851,6287982.501962199
2259,908151.7622259851,6288793.4700398
2260,908151.7622259851,6289604.438117401
2261,908151.7622259851,6290415.406195002
2262,908151.7622259851,6291226.374272603
2263,908151.7622259851,6292037.342350204
2264,908151.7622259851,6292848.3104278045
2265,908151.7622259851,6293659.278505405
2266,908151.7622259851,6294470.246583006
2267,908151.7622259851,6295281.214660607
2268,908151.7622259851,6296092.182738208
2269,908151.7622259851,6296903.150815809
2270,908151.7622259851,6297714.11889341
2271,908151.7622259851,6298525.086971011
2272,908151.7622259851,6299336.055048612
2273,908151.7622259851,6300147.023126213
2274,908151.7622259851,6300957.991203814
2275,908151.7622259851,6301768.959281415
2295,908962.7303035859,6269330.236177377
2296,908962.7303035859,6270141.204254978
2297,908962.7303035859,6270952.172332579
2298,908962.7303035859,6271763.14041018
2299,908962.7303035859,6272574.108487781
2300,908962.7303035859,6273385.076565382
2301,908962.7303035859,6274196.044642983
2302,908962.7303035859,6275007.012720584
2303,908962.7303035859,6275817.980798185
2304,908962.7303035859,6276628.948875786
2305,908962.7303035859,6277439.916953387
2306,908962.7303035859,6278250.885030988
2307,908962.7303035859,6279061.853108589
2308,908962.7303035859,6279872.82118619
2309,908962.7303035859,6280683.7892637905
2310,908962.7303035859,6281494.757341391
2311,908962.7303035859,6282305.725418992
2312,908962.7303035859,6283116.693496593
2313,908962.7303035859,6283927.661574194
2314,908962.7303035859,6284738.629651795
2315,908962.7303035859,6285549.597729396
2316,908962.7303035859,6286360.565806997
2317,908962.7303035859,6287171.533884598
2318,908962.7303035859,6287982.501962199
2319,908962.7303035859,6288793.4700398
2320,908962.7303035859,6289604.438117401
2321,908962.7303035859,6290415.406195002
2322,908962.7303035859,6291226.374272603
2323,908962.7303035859,6292037.342350204
2324,908962.7303035859,6292848.3104278045
2325,908962.7303035859,6293659.278505405
2326,908962.7303035859,6294470.246583006
2327,908962.7303035859,6295281.214660607
2328,908962.7303035859,6296092.182738208
2329,908962.7303035859,6296903.150815809
2330,908962.7303035859,6297714.11889341
2331,908962.7303035859,6298525.086971011
2332,908962.7303035859,6299336.055048612
2333,908962.7303035859,6300147.023126213
2334,908962.7303035859,6300957.991203814
2335,908962.7303035859,6301768.959281415
2356,909773.6983811867,6270141.204254978
2357,909773.6983811867,6270952.172332579
2358,909773.6983811867,6271763.14041018
2359,909773.6983811867,6272574.108487781
2360,909773.6983811867,6273385.076565382
2361,909773.6983811867,6274196.044642983
2362,909773.6983811867,6275007.012720584
2363,909773.6983811867,6275817.980798185
2364,909773.6983811867,6276628.948875786
2365,909773.6983811867,6277439.916953387
2366,909773.6983811867,6278250.885030988
2367,909773.6983811867,6279061.853108589
2368,909773.6983811867,6279872.82118619
2369,909773.6983811867,6280683.7892637905
2370,909773.6983811867,6281494.757341391
2371,909773.6983811867,6282305.725418992
2372,909773.6983811867,6283116.693496593
2373,909773.6983811867,6283927.661574194
2374,909773.6983811867,6284738.629651795
2375,909773.6983811867,6285549.597729396
2376,909773.6983811867,6286360.565806997
2377,909773.6983811867,6287171.533884598
2378,909773.6983811867,6287982.501962199
2379,909773.6983811867,6288793.4700398
2380,909773.6983811867,6289604.438117401
2381,909773.6983811867,6290415.406195002
2382,909773.6983811867,6291226.374272603
2383,909773.6983811867,6292037.342350204
2384,909773.6983811867,6292848.3104278045
2385,909773.6983811867,6293659.278505405
2386,909773.6983811867,6294470.246583006
2387,909773.6983811867,6295281.214660607
2388,909773.6983811867,6296092.182738208
2389,909773.6983811867,6296903.150815809
2390,909773.6983811867,6297714.11889341
2391,909773.6983811867,6298525.086971011
2392,909773.6983811867,6299336.055048612
2393,909773.6983811867,6300147.023126213
2394,909773.6983811867,6300957.991203814
2395,909773.6983811867,6301768.959281415
2417,910584.6664587875,6270952.172332579
2418,910584.6664587875,6271763.14041018
2419,910584.6664587875,6272574.108487781
2420,910584.6664587875,6273385.076565382
2421,910584.6664587875,6274196.044642983
2422,910584.6664587875,6275007.012720584
2423,910584.6664587875,6275817.980798185
2424,910584.6664587875,6276628.948875786
2425,910584.6664587875,6277439.916953387
2426,910584.6664587875,6278250.885030988
2427,910584.6664587875,6279061.853108589
2428,910584.6664587875,6279872.82118619
2429,910584.6664587875,6280683.7892637905
2430,910584.6664587875,6281494.757341391
2431,910584.6664587875,6282305.725418992
2432,910584.6664587875,6283116.693496593
2433,910584.6664587875,6283927.661574194
2434,910584.6664587875,6284738.629651795
2435,910584.6664587875,6285549.597729396
2436,910584.6664587875,6286360.565806997
2437,910584.6664587875,6287171.533884598
2438,910584.6664587875,6287982.501962199
2439,910584.6664587875,6288793.4700398
2440,910584.6664587875,6289604.438117401
2441,910584.6664587875,6290415.406195002
2442,910584.6664587875,6291226.374272603
2443,910584.6664587875,6292037.342350204
2444,910584.6664587875,6292848.3104278045
2445,910584.6664587875,6293659.278505405
2446,910584.6664587875,6294470.246583006
2447,910584.6664587875,6295281.214660607
2448,910584.6664587875,6296092.182738208
2449,910584.6664587875,6296903.150815809
2450,910584.6664587875,6297714.11889341
2451,910584.6664587875,6298525.086971011
2452,910584.6664587875,6299336.055048612
2453,910584.6664587875,6300147.023126213
2454,910584.6664587875,6300957.991203814
2455,910584.6664587875,6301768.959281415
2478,911395.6345363883,6271763.14041018
2479,911395.6345363883,6272574.108487781
2480,911395.6345363883,6273385.076565382
2481,911395.6345363883,6274196.044642983
2482,911395.6345363883,6275007.012720584
2483,911395.6345363883,6275817.980798185
2484,911395.6345363883,6276628.948875786
2485,911395.6345363883,6277439.916953387
2486,911395.6345363883,6278250.885030988
2487,911395.6345363883,6279061.853108589
2488,911395.6345363883,6279872.82118619
2489,911395.6345363883,6280683.7892637905
2490,911395.6345363883,6281494.757341391
2491,911395.6345363883,6282305.725418992
2492,911395.6345363883,6283116.693496593
2493,911395.6345363883,6283927.661574194
2494,911395.6345363883,6284738.629651795
2495,911395.6345363883,6285549.597729396
2496,911395.6345363883,6286360.565806997
2497,911395.6345363883,6287171.533884598
2498,911395.6345363883,6287982.501962199
2499,911395.6345363883,6288793.4700398
2500,911395.6345363883,6289604.438117401
2501,911395.6345363883,6290415.406195002
2502,911395.6345363883,6291226.374272603
2503,911395.6345363883,6292037.342350204
2504,911395.6345363883,6292848.3104278045
2505,911395.6345363883,6293659.278505405
2506,911395.6345363883,6294470.246583006
2507,911395.6345363883,6295281.214660607
2508,911395.6345363883,6296092.182738208
2509,911395.6345363883,6296903.150815809
2510,911395.6345363883,6297714.11889341
2511,911395.6345363883,6298525.086971011
2512,911395.6345363883,6299336.055048612
2513,911395.6345363883,6300147.023126213
2514,911395.6345363883,6300957.991203814
2538,912206.6026139891,6271763.14041018
2539,912206.6026139891,6272574.108487781
2540,912206.6026139891,6273385.076565382
2541,912206.6026139891,6274196.044642983
2542,912206.6026139891,6275007.012720584
2543,912206.6026139891,6275817.980798185
2544,912206.6026139891,6276628.948875786
2545,912206.6026139891,6277439.916953387
2546,912206.6026139891,6278250.885030988
2547,912206.6026139891,6279061.853108589
2548,912206.6026139891,6279872.82118619
2549,912206.6026139891,6280683.7892637905
2550,912206.6026139891,6281494.757341391
2551,912206.6026139891,6282305.725418992
2552,912206.6026139891,6283116.693496593
2553,912206.6026139891,6283927.661574194
2554,912206.6026139891,6284738.629651795
2555,912206.6026139891,6285549.597729396
2556,912206.6026139891,6286360.565806997
2557,912206.6026139891,6287171.533884598
2558,912206.6026139891,6287982.501962199
2559,912206.6026139891,6288793.4700398
2560,912206.6026139891,6289604.438117401
2561,912206.6026139891,6290415.406195002
2562,912206.6026139891,6291226.374272603
2563,912206.6026139891,6292037.342350204
2564,912206.6026139891,6292848.3104278045
2565,912206.6026139891,6293659.278505405
2566,912206.6026139891,6294470.246583006
2567,912206.6026139891,6295281.214660607
2568,912206.6026139891,6296092.182738208
2569,912206.6026139891,6296903.150815809
2570,912206.6026139891,6297714.11889341
2571,912206.6026139891,6298525.086971011
2572,912206.6026139891,6299336.055048612
2573,912206.6026139891,6300147.023126213
2598,913017.57069159,6271763.14041018
2599,913017.57069159,6272574.108487781
2600,913017.57069159,6273385.076565382
2601,913017.57069159,6274196.044642983
2602,913017.57069159,6275007.012720584
2603,913017.57069159,6275817.980798185
2604,913017.57069159,6276628.948875786
2605,913017.57069159,6277439.916953387
2606,913017.57069159,6278250.885030988
2607,913017.57069159,6279061.853108589
2608,913017.57069159,6279872.82118619
2609,913017.57069159,6280683.7892637905
2610,913017.57069159,6281494.757341391
2611,913017.57069159,6282305.725418992
2612,913017.57069159,6283116.693496593
2613,913017.57069159,6283927.661574194
2614,913017.57069159,6284738.629651795
2615,913017.57069159,6285549.597729396
2616,913017.57069159,6286360.565806997
2617,913017.57069159,6287171.533884598
2618,913017.57069159,6287982.501962199
2619,913017.57069159,6288793.4700398
2620,913017.57069159,6289604.438117401
2621,913017.57069159,6290415.406195002
2622,913017.57069159,6291226.374272603
2623,913017.57069159,6292037.342350204
2624,913017.57069159,6292848.3104278045
2625,913017.57069159,6293659.278505405
2626,913017.57069159,6294470.246583006
2627,913017.57069159,6295281.214660607
2628,913017.57069159,6296092.182738208
2629,913017.57069159,6296903.150815809
2630,913017.57069159,6297714.11889341
2631,913017.57069159,6298525.086971011
2632,913017.57069159,6299336.055048612
2633,913017.57069159,6300147.023126213
2658,913828.5387691908,6271763.14041018
2659,913828.5387691908,6272574.108487781
2660,913828.5387691908,6273385.076565382
2661,913828.5387691908,6274196.044642983
2662,913828.5387691908,6275007.012720584
2663,913828.5387691908,6275817.980798185
2664,913828.5387691908,6276628.948875786
2665,913828.5387691908,6277439.916953387
2666,913828.5387691908,6278250.885030988
2667,913828.5387691908,6279061.853108589
2668,913828.5387691908,6279872.82118619
2669,913828.5387691908,6280683.7892637905
2670,913828.5387691908,6281494.757341391
2671,913828.5387691908,6282305.725418992
2672,913828.5387691908,6283116.693496593
2673,913828.5387691908,6283927.661574194
2674,913828.5387691908,6284738.629651795
2675,913828.5387691908,6285549.597729396
2676,913828.5387691908,6286360.565806997
2677,913828.5387691908,6287171.533884598
2678,913828.5387691908,6287982.501962199
2679,913828.5387691908,6288793.4700398
2680,913828.5387691908,6289604.438117401
2681,913828.5387691908,6290415.406195002
2682,913828.5387691908,6291226.374272603
2683,913828.5387691908,6292037.342350204
2684,913828.5387691908,6292848.3104278045
2685,913828.5387691908,6293659.278505405
2686,913828.5387691908,6294470.246583006
2687,913828.5387691908,6295281.214660607
2688,913828.5387691908,6296092.182738208
2689,913828.5387691908,6296903.150815809
2690,913828.5387691908,6297714.11889341
2691,913828.5387691908,6298525.086971011
2692,913828.5387691908,6299336.055048612
2718,914639.5068467916,6271763.14041018
2719,914639.5068467916,6272574.108487781
2720,914639.5068467916,6273385.076565382
2721,914639.5068467916,6274196.044642983
2722,914639.5068467916,6275007.012720584
2723,914639.5068467916,6275817.980798185
2724,914639.5068467916,6276628.948875786
2725,914639.5068467916,6277439.916953387
2726,914639.5068467916,6278250.885030988
2727,914639.5068467916,6279061.853108589
2728,914639.5068467916,6279872.82118619
2729,914639.5068467916,6280683.7892637905
2730,914639.5068467916,6281494.757341391
2731,914639.5068467916,6282305.725418992
2732,914639.5068467916,6283116.693496593
2733,914639.5068467916,6283927.661574194
2734,914639.5068467916,6284738.629651795
2735,914639.5068467916,6285549.597729396
2736,914639.5068467916,6286360.565806997
2737,914639.5068467916,6287171.533884598
2738,914639.5068467916,6287982.501962199
2739,914639.5068467916,6288793.4700398
2740,914639.5068467916,6289604.438117401
2741,914639.5068467916,6290415.406195002
2742,914639.5068467916,6291226.374272603
2743,914639.5068467916,6292037.342350204
2744,914639.5068467916,6292848.3104278045
2745,914639.5068467916,6293659.278505405
2746,914639.5068467916,6294470.246583006
2747,914639.5068467916,6295281.214660607
2748,914639.5068467916,6296092.182738208
2749,914639.5068467916,6296903.150815809
2750,914639.5068467916,6297714.11889341
2751,914639.5068467916,6298525.086971011
2778,915450.4749243924,6271763.14041018
2779,915450.4749243924,6272574.108487781
2780,915450.4749243924,6273385.076565382
2781,915450.4749243924,6274196.044642983
2782,915450.4749243924,6275007.012720584
2783,915450.4749243924,6275817.980798185
2784,915450.4749243924,6276628.948875786
2785,915450.4749243924,6277439.916953387
2786,915450.4749243924,6278250.885030988
2787,915450.4749243924,6279061.853108589
2788,915450.4749243924,6279872.82118619
2789,915450.4749243924,6280683.7892637905
2790,915450.4749243924,6281494.757341391
2791,915450.4749243924,6282305.725418992
2792,915450.4749243924,6283116.693496593
2793,915450.4749243924,6283927.661574194
2794,915450.4749243924,6284738.629651795
2795,915450.4749243924,6285549.597729396
2796,915450.4749243924,6286360.565806997
2797,915450.4749243924,6287171.533884598
2798,915450.4749243924,6287982.501962199
2799,915450.4749243924,6288793.4700398
2800,915450.4749243924,6289604.438117401
2801,915450.4749243924,6290415.406195002
2802,915450.4749243924,6291226.374272603
2803,915450.4749243924,6292037.342350204
2804,915450.4749243924,6292848.3104278045
2805,915450.4749243924,6293659.278505405
2806,915450.4749243924,6294470.246583006
2807,915450.4749243924,6295281.214660607
2808,915450.4749243924,6296092.182738208
2809,915450.4749243924,6296903.150815809
2810,915450.4749243924,6297714.11889341
2811,915450.4749243924,6298525.086971011
2838,916261.4430019932,6271763.14041018
2839,916261.4430019932,6272574.108487781
2840,916261.4430019932,6273385.076565382
2841,916261.4430019932,6274196.044642983
2842,916261.4430019932,6275007.012720584
2843,916261.4430019932,6275817.980798185
2844,916261.4430019932,6276628.948875786
2845,916261.4430019932,6277439.916953387
2846,916261.4430019932,6278250.885030988
2847,916261.4430019932,6279061.853108589
2848,916261.4430019932,6279872.82118619
2849,916261.4430019932,6280683.7892637905
2850,916261.4430019932,6281494.757341391
2851,916261.4430019932,6282305.725418992
2852,916261.4430019932,6283116.693496593
2853,916261.4430019932,6283927.661574194
2854,916261.4430019932,6284738.629651795
2855,916261.4430019932,6285549.597729396
2856,916261.4430019932,6286360.565806997
2857,916261.4430019932,6287171.533884598
2858,916261.4430019932,6287982.501962199
2859,916261.4430019932,6288793.4700398
2860,916261.4430019932,6289604.438117401
2861,916261.4430019932,6290415.406195002
2862,916261.4430019932,6291226.374272603
2863,916261.4430019932,6292037.342350204
2864,916261.4430019932,6292848.3104278045
2865,916261.4430019932,6293659.278505405
2866,916261.4430019932,6294470.246583006
2867,916261.4430019932,6295281.214660607
2868,916261.4430019932,6296092.182738208
2869,916261.4430019932,6296903.150815809
2870,916261.4430019932,6297714.11889341
2871,916261.4430019932,6298525.086971011
2899,917072.411079594,6272574.108487781
2900,917072.411079594,6273385.076565382
2901,917072.411079594,6274196.044642983
2902,917072.411079594,6275007.012720584
2903,917072.411079594,6275817.980798185
2904,917072.411079594,6276628.948875786
2905,917072.411079594,6277439.916953387
2906,917072.411079594,6278250.885030988
2907,917072.411079594,6279061.853108589
2908,917072.411079594,6279872.82118619
2909,917072.411079594,6280683.7892637905
2910,917072.411079594,6281494.757341391
2911,917072.411079594,6282305.725418992
2912,917072.411079594,6283116.693496593
2913,917072.411079594,6283927.661574194
2914,917072.411079594,6284738.629651795
2915,917072.411079594,6285549.597729396
2916,917072.411079594,6286360.565806997
2917,917072.411079594,6287171.533884598
2918,917072.411079594,6287982.501962199
2919,917072.411079594,6288793.4700398
2920,917072.411079594,6289604.438117401
2921,917072.411079594,6290415.406195002
2922,917072.411079594,6291226.374272603
2923,917072.411079594,6292037.342350204
2924,917072.411079594,6292848.3104278045
2925,917072.411079594,6293659.278505405
2926,917072.411079594,6294470.246583006
2927,917072.411079594,6295281.214660607
2928,917072.411079594,6296092.182738208
2929,917072.411079594,6296903.150815809
2930,917072.411079594,6297714.11889341
2960,917883.3791571949,6273385.076565382
2961,917883.3791571949,6274196.044642983
2962,917883.3791571949,6275007.012720584
2964,917883.3791571949,6276628.948875786
2965,917883.3791571949,6277439.916953387
2966,917883.3791571949,6278250.885030988
2967,917883.3791571949,6279061.853108589
2968,917883.3791571949,6279872.82118619
2969,917883.3791571949,6280683.7892637905
2970,917883.3791571949,6281494.757341391
2971,917883.3791571949,6282305.725418992
2972,917883.3791571949,6283116.693496593
2973,917883.3791571949,6283927.661574194
2974,917883.3791571949,6284738.629651795
2975,917883.3791571949,6285549.597729396
2976,917883.3791571949,6286360.565806997
2977,917883.3791571949,6287171.533884598
2978,917883.3791571949,6287982.501962199
2979,917883.3791571949,6288793.4700398
2980,917883.3791571949,6289604.438117401
2981,917883.3791571949,6290415.406195002
2982,917883.3791571949,6291226.374272603
2983,917883.3791571949,6292037.342350204
2984,917883.3791571949,6292848.3104278045
2985,917883.3791571949,6293659.278505405
2986,917883.3791571949,6294470.246583006
2987,917883.3791571949,6295281.214660607
2988,917883.3791571949,6296092.182738208
2989,917883.3791571949,6296903.150815809
2990,917883.3791571949,6297714.11889341
2991,917883.3791571949,6298525.086971011
3025,918694.3472347957,6277439.916953387
3026,918694.3472347957,6278250.885030988
3027,918694.3472347957,6279061.853108589
3028,918694.3472347957,6279872.82118619
3029,918694.3472347957,6280683.7892637905
3030,918694.3472347957,6281494.757341391
3031,918694.3472347957,6282305.725418992
3032,918694.3472347957,6283116.693496593
3033,918694.3472347957,6283927.661574194
3034,918694.3472347957,6284738.629651795
3035,918694.3472347957,6285549.597729396
3036,918694.3472347957,6286360.565806997
3037,918694.3472347957,6287171.533884598
3038,918694.3472347957,6287982.501962199
3039,918694.3472347957,6288793.4700398
3040,918694.3472347957,6289604.438117401
3041,918694.3472347957,6290415.406195002
3042,918694.3472347957,6291226.374272603
3043,918694.3472347957,6292037.342350204
3044,918694.3472347957,6292848.3104278045
3045,918694.3472347957,6293659.278505405
