,Node,Comune,f
716,POINT (911454.6573997352 6274948.07371618),puente alto,0.0014664244845583748
717,POINT (911419.787660989 6291291.682333289),nunoa,0.003173982385935464
718,POINT (904993.7052526101 6280229.903173224),san ramon,0.0009582736063594118
719,POINT (900259.1886540749 6286950.96469452),cerrillos,0.0005869770893546643
720,POINT (913793.4509642946 6298379.796482739),vitacura,0.0013430223720525597
721,POINT (903831.0226053753 6284692.221487881),san miguel,0.0017749499758969046
722,POINT (905847.9013476885 6272357.586719332),la pintana,0.00035339138195943965
723,POINT (908223.2694916336 6283280.303489035),la florida,0.001723669098661866
724,POINT (901671.1920168789 6292354.61174028),quinta normal,0.001036952853222107
725,POINT (912327.3452071961 6294587.4006758705),las condes,0.004188956040986775
726,POINT (911031.2015736187 6285109.545719626),penalolen,0.001067758403885964
727,POINT (908701.3007256938 6290830.263689516),providencia,0.004040127331876452
728,POINT (899110.706709854 6271875.050048709),san bernardo,0.0008152439519826564
729,POINT (917042.3109998467 6298379.388373786),vitacura,0.0007367998746477006
730,POINT (902965.6702374099 6300906.7869762825),huechuraba,0.0006684949741488283
731,POINT (902980.1020947776 6295214.815932394),independencia,0.0008332127276428785
732,POINT (904396.4993928098 6291502.178342263),santiago,0.0034076314558486543
733,POINT (905662.7007054348 6294359.42967602),recoleta,0.0011592086059619348
734,POINT (904312.9801324077 6291012.834126241),santiago,0.0033738713377021294
735,POINT (903755.415250784 6276088.910459985),la pintana,0.00041503252685685276
736,POINT (912809.4687358107 6296494.813392399),vitacura,0.003296605146807878
737,POINT (907695.0998580746 6291385.668905469),providencia,0.0038406397131509366
738,POINT (900645.7837067044 6290072.585580712),estacion central,0.0010887339612940744
739,POINT (910276.8951591384 6274983.335686289),puente alto,0.0014505966035264616
740,POINT (904607.0421561268 6275653.16264824),la pintana,0.00031891002423236546
741,POINT (907995.2089133153 6289539.523695676),nunoa,0.0032881943529330477
742,POINT (915123.2495696777 6290870.767202097),la reina,0.0013152167314271915
743,POINT (910330.4839778994 6283729.690630682),penalolen,0.001305959911443802
744,POINT (910760.0075565196 6294837.525416883),las condes,0.00403671270697213
745,POINT (908687.6522625777 6287746.91377854),nunoa,0.0021681889247748398
746,POINT (907374.9259443365 6280949.273953366),la granja,0.0011068738566875765
747,POINT (913609.4885560238 6295295.054270119),las condes,0.0033956711321733077
748,POINT (910276.8951591384 6274983.335686289),puente alto,0.0014505966035264616
749,POINT (909455.4683833085 6279867.818599621),la florida,0.0013175085903084159
750,POINT (909457.632865591 6274057.015330473),puente alto,0.0012753945496013755
751,POINT (907845.0025298825 6296997.29574413),huechuraba,0.0005115754962289925
752,POINT (909289.737232255 6281651.077601809),la florida,0.0016706431609013392
753,POINT (894887.8501232916 6293508.791969596),cerro navia,0.0002781954510618162
754,POINT (894160.334473876 6284044.93693732),maipu,0.0013991902674284466
755,POINT (915871.3608197315 6289407.962991288),la reina,0.00070832421746839
756,POINT (907184.2938510824 6286054.323497379),san joaquin,0.0012927000556563876
757,POINT (910970.7367761051 6289893.697179175),nunoa,0.0030078827889269298
758,POINT (917278.8414231203 6295184.90967177),las condes,0.0010850468105670532
759,POINT (912301.1429225464 6275128.234373652),puente alto,0.0012254258977715976
760,POINT (896947.512201993 6283787.641208278),cerrillos,0.0008472561057914626
761,POINT (910834.3605458008 6288511.751371325),nunoa,0.0022715402225896818
762,POINT (910594.9470096177 6272894.643135703),puente alto,0.0014992455310343271
763,POINT (910831.0690317466 6294090.337877063),las condes,0.004335516285631168
764,POINT (911758.9008236027 6289696.571311384),nunoa,0.002620524972522266
765,POINT (899235.7439128573 6284259.57267017),cerrillos,0.0007381354074844904
766,POINT (902978.7848243248 6295215.895421461),independencia,0.0008328086587939178
767,POINT (911011.4272972434 6294175.747429503),las condes,0.004347138995456153
768,POINT (910986.4376366182 6294054.2643164145),las condes,0.004354355716328445
769,POINT (912291.1459864189 6289901.101825751),la reina,0.002482386502142952
770,POINT (904059.6104259129 6289520.386248315),santiago,0.0023576535918344555
771,POINT (902264.2654483544 6292394.569629865),santiago,0.001305701868187847
772,POINT (904871.494068181 6290870.156038335),santiago,0.0034170604618137105
773,POINT (903203.0643107498 6294440.367316959),independencia,0.001035563512247725
774,POINT (898907.7399952246 6277120.777013291),san bernardo,0.0009342733881369322
775,POINT (914081.8062729805 6294574.325795652),las condes,0.002885689566578211
776,POINT (915489.579011923 6290599.694697328),la reina,0.0010939180739686525
777,POINT (913560.2578935046 6277472.6683411775),puente alto,0.0007593492074192345
778,POINT (914053.5093827131 6297031.094671395),vitacura,0.002575623793085939
779,POINT (905507.9637168099 6279725.4621552555),la granja,0.000959840945057581
780,POINT (903465.9228293921 6293691.20044063),independencia,0.001419396913236767
781,POINT (911785.2921337383 6295169.644858375),las condes,0.004247479811809086
782,POINT (908237.5314646906 6293149.977148542),providencia,0.0038379714599305324
783,POINT (910819.6578533358 6285124.808302841),penalolen,0.0011010459195114747
784,POINT (911783.6886042296 6274989.182105564),puente alto,0.0013936978709921332
785,POINT (914648.1821606152 6298053.473434238),vitacura,0.0016182856964459943
786,POINT (890804.136379169 6282327.739378379),maipu,0.0008819241009472666
787,POINT (907424.2348261011 6284553.319266036),macul,0.0013943497017085968
788,POINT (914169.2247755271 6289840.11932779),la reina,0.001518191629024309
789,POINT (908636.6944869104 6278157.217558324),la florida,0.0010118914174557206
790,POINT (896068.1108917033 6293915.620800994),cerro navia,0.00044818682193440204
791,POINT (909709.0335182464 6292553.643676344),providencia,0.0043834920082384335
792,POINT (893268.251087433 6284195.441011695),maipu,0.0013778128275144677
793,POINT (893078.7877318268 6283852.269359116),maipu,0.0013357806971154825
794,POINT (905455.2268462622 6283130.131561538),san joaquin,0.001098246945982778
795,POINT (911485.7791208255 6288627.588760264),penalolen,0.0020971791979776592
796,POINT (911923.0870011328 6293305.205962628),las condes,0.003911550192164794
797,POINT (904950.832967987 6293094.135103811),recoleta,0.002316368011186492
798,POINT (892499.2988259934 6284878.554014174),maipu,0.0011712733230468074
799,POINT (904378.2667289947 6291761.106539551),santiago,0.0033145263401977553
800,POINT (902963.8461085091 6302441.5470806025),huechuraba,0.00041817755672396174
801,POINT (910728.5983610882 6285803.426417287),penalolen,0.0011477833145248965
802,POINT (898633.6752488832 6274731.180833524),san bernardo,0.0014074484043469907
803,POINT (897998.7378822623 6287699.3723266255),estacion central,0.0006546764817188929
804,POINT (912302.7748288228 6294702.718454174),las condes,0.004210218808001728
805,POINT (909288.4642542053 6297201.9223545315),vitacura,0.0008733811262910175
806,POINT (911650.4378428156 6282685.834000105),la florida,0.0011482902612749782
807,POINT (909091.9478853189 6293667.040213531),providencia,0.004050336498271199
808,POINT (901686.4323156269 6278953.738104675),el bosque,0.0008693976668985469
809,POINT (918235.7306257256 6298170.98938038),las condes,0.0005973773033671817
810,POINT (906473.1811722289 6288025.60477265),santiago,0.0017567987232188977
811,POINT (916788.9572625405 6295224.253149391),las condes,0.0012090064954867054
812,POINT (909321.5663276006 6291277.557972245),providencia,0.00410821163847453
813,POINT (909781.5577596885 6281841.328429839),la florida,0.0016163534332368414
814,POINT (903647.0037245014 6285191.534920824),san miguel,0.0018038917021761015
815,POINT (912302.7748288228 6294702.718454174),las condes,0.004210218808001728
816,POINT (906373.468484436 6291564.95213179),providencia,0.003351527893209502
817,POINT (914988.874750702 6294059.275634233),las condes,0.0019328657913497956
818,POINT (900491.8244092446 6290052.395255023),estacion central,0.001048360486284091
819,POINT (914330.8286881037 6288977.260142646),la reina,0.0011259299045565958
820,POINT (895487.2299242353 6301426.074990284),quilicura,0.0006589273523193584
821,POINT (903708.7326286962 6285787.991077893),san miguel,0.0018044861348515205
822,POINT (916576.7134176835 6291600.094086045),la reina,0.0005671314860437042
823,POINT (910935.0704586178 6278735.86415568),la florida,0.0015144258476819438
824,POINT (904736.6361231233 6291920.494069119),santiago,0.0033254798918852017
825,POINT (900855.6285887769 6273924.390009243),san bernardo,0.0010255793575076123
826,POINT (911142.4724091983 6295565.533563133),vitacura,0.0038121015674490145
827,POINT (905975.5290740079 6270981.978959672),puente alto,0.00043896580925849673
828,POINT (908004.0398436509 6297043.30006158),huechuraba,0.0005156584916967703
829,POINT (895985.7947651653 6297940.521601151),quilicura,0.00045416150027163284
830,POINT (909307.3739328517 6293482.494149184),las condes,0.004276698272782741
831,POINT (898291.4497252036 6271331.183651781),san bernardo,0.0006985177566493612
832,POINT (912050.9508522009 6293358.025079915),las condes,0.003876153558116729
833,POINT (899483.8410682653 6272596.854141296),san bernardo,0.0009633531414311233
834,POINT (901088.6328790041 6291728.589706125),quinta normal,0.0010168437961856173
835,POINT (910464.152437591 6295790.8678529365),vitacura,0.0030720092246541387
836,POINT (910788.2210764021 6281748.358335268),la florida,0.0014440840208383692
837,POINT (904014.2229033262 6295716.963013228),recoleta,0.0008861188458611517
838,POINT (908271.0223968653 6293017.090626852),providencia,0.003958346038562423
839,POINT (913431.4730668602 6298085.59029975),vitacura,0.0016277127188574696
840,POINT (914643.4138791083 6296340.713247257),las condes,0.0026069159891751875
841,POINT (902767.0711470824 6294760.054111561),independencia,0.0008500449687364694
842,POINT (911428.8698752486 6279638.477884857),la florida,0.0017192598930970916
843,POINT (908668.6430074964 6281616.3350229),la florida,0.0016495511737876782
844,POINT (909387.2755333881 6293787.94689526),las condes,0.0041070237266466955
845,POINT (896982.4568698062 6292173.721767886),lo prado,0.0005537239751583762
846,POINT (916988.2687472975 6294976.898513865),las condes,0.0011150504891415502
847,POINT (914340.9636439962 6296626.126511294),las condes,0.002703471973741868
848,POINT (912291.1459864189 6289901.101825751),la reina,0.002482386502142952
849,POINT (910028.5633836322 6292751.920885744),las condes,0.004345884296407462
850,POINT (903319.8500543706 6301674.501714079),huechuraba,0.0005214040661426369
851,POINT (898968.4605257998 6295832.381442422),renca,0.00044016504808600746
852,POINT (905378.1566973511 6282673.524816299),san joaquin,0.0010690853802035548
853,POINT (893454.4210320051 6284040.186363542),maipu,0.0013932611097005772
854,POINT (911702.6718561207 6289916.079212307),nunoa,0.0027336181034471373
855,POINT (901743.2824113336 6274666.51503622),san bernardo,0.0008557234193853944
856,POINT (915360.7222950121 6282799.983399477),la florida,0.00021677132727401587
857,POINT (902601.5606513957 6275833.795001202),el bosque,0.0006672077433434769
858,POINT (896741.9476763685 6300320.298222885),quilicura,0.0011522770422786068
859,POINT (899664.2163255329 6293486.528883174),quinta normal,0.0006607855470692136
860,POINT (907010.2343551256 6288006.562175921),nunoa,0.0018719433157024553
861,POINT (905209.7386876957 6291280.052399446),santiago,0.003465670861956107
862,POINT (910071.2753221977 6295165.320048776),vitacura,0.0032833196747381883
863,POINT (901057.6072460946 6290148.093151225),estacion central,0.001211411698286771
864,POINT (905374.2570435945 6282368.710258562),san ramon,0.0010469839928536986
865,POINT (907427.0449751532 6290734.885189138),providencia,0.0035405480319206446
866,POINT (913452.350724737 6292386.892769435),las condes,0.00256691620351221
867,POINT (897944.6157741596 6299924.817125362),quilicura,0.0010155969801162086
868,POINT (908459.9562452079 6292757.311678093),providencia,0.004212542843213038
869,POINT (908792.0997364034 6272504.144790206),puente alto,0.0009286422511159293
870,POINT (909758.7524022777 6281639.946533238),la florida,0.0015975002650553813
871,POINT (896082.5720460094 6270185.841722082),san bernardo,0.0001249111582147021
872,POINT (896692.9338496425 6301104.685759598),quilicura,0.0010919735814408915
873,POINT (895439.1182572427 6287120.65625908),maipu,0.0012397508550185002
874,POINT (904177.0562004703 6298545.648804875),recoleta,0.000546906512756372
875,POINT (909071.7330552838 6291605.589300301),providencia,0.0042423036122508926
876,POINT (908213.2967157715 6289614.2062916625),nunoa,0.0034278934444506876
877,POINT (910071.0839295369 6292773.044377724),las condes,0.004338959744237725
878,POINT (902023.4422956845 6297574.815593481),conchali,0.0005767018366843237
879,POINT (910556.2687855107 6294095.181336949),las condes,0.004288166441779258
880,POINT (903675.0074691831 6298809.42562273),huechuraba,0.0005332701091192251
881,POINT (907388.7138081843 6292579.420640934),providencia,0.003478937590774924
882,POINT (909271.5194335377 6293024.979350613),providencia,0.004437732084075989
883,POINT (903642.1769642811 6290308.620861692),santiago,0.0026901413259857567
884,POINT (911693.2599382678 6271376.74554352),puente alto,0.0006504294540435574
885,POINT (899212.5671744971 6289752.159818819),lo prado,0.0008108419318712334
886,POINT (898890.8424620605 6285349.104641318),cerrillos,0.0006510851656452439
887,POINT (911071.1400610361 6297450.691447483),vitacura,0.001956777533431765
888,POINT (897222.6735663919 6285290.206358217),cerrillos,0.0008829574119973984
889,POINT (908753.1708587424 6283957.545974869),macul,0.0016197060328369045
890,POINT (904420.9867755147 6282899.072704863),la cisterna,0.0013015158000109174
891,POINT (910220.4744007979 6293974.1012678165),las condes,0.004260593748929843
892,POINT (899236.9766025938 6289743.222598348),estacion central,0.0008133945213134664
893,POINT (910321.8584527115 6280595.283586392),la florida,0.001524697986477938
894,POINT (914187.2704070468 6296636.508855111),las condes,0.0027662784584460464
895,POINT (910316.6365644296 6273951.94024124),puente alto,0.0015397558689156953
896,POINT (900187.1415211359 6279216.791649148),el bosque,0.0005275071892401884
897,POINT (910674.1241050714 6280574.859213423),la florida,0.0015861047292858113
898,POINT (903207.3645566714 6285510.489539327),san miguel,0.0016551522213225328
899,POINT (902670.2349449319 6290640.773911132),santiago,0.0020345984641422076
900,POINT (910885.6378438557 6293220.170918476),las condes,0.004240064113180688
901,POINT (898608.549971621 6285738.691672835),cerrillos,0.0006312136440938698
902,POINT (909358.763918353 6280562.315516645),la florida,0.0014113096882696669
903,POINT (912940.6799961429 6280458.49541123),la florida,0.0012089818357104607
904,POINT (898408.2900892126 6301239.479145804),quilicura,0.0008255154020336686
905,POINT (914411.0753907978 6296687.30662637),las condes,0.002646076220097281
906,POINT (910520.5417483466 6273166.398625216),puente alto,0.0015369150703097795
907,POINT (910537.5358222602 6292187.638881722),providencia,0.003921476651293786
908,POINT (918519.5952174568 6296720.471541888),las condes,0.000718620440084109
909,POINT (897697.3249466845 6298089.505486853),quilicura,0.0006024668972709827
910,POINT (913234.9516115217 6291168.642682126),la reina,0.002417735766467194
911,POINT (906704.7968202424 6292065.067443371),providencia,0.0033107635141845205
912,POINT (909289.3241857649 6287526.947312873),macul,0.002002171333572034
913,POINT (908375.4507565183 6278981.670329949),la florida,0.0010380129602994166
914,POINT (903825.9919186877 6291590.859526347),santiago,0.0030246065503709125
915,POINT (901326.5876109719 6300452.532204293),huechuraba,0.0005862220599758116
916,POINT (911166.8995387065 6292139.708643304),la reina,0.0036130344247775966
917,POINT (899214.6076783005 6289750.0351014435),estacion central,0.0008109957996417914
918,POINT (910611.1156302311 6272037.714197569),puente alto,0.0012662676832621606
919,POINT (915203.0333551888 6297272.292201726),vitacura,0.0019823764605607108
920,POINT (901696.5068948918 6291870.028979203),santiago,0.0012066342436056925
921,POINT (904042.6502732966 6291224.131557655),santiago,0.0032542412335820133
922,POINT (898568.8125244142 6274541.804530703),san bernardo,0.0013716553815307983
923,POINT (909959.2728910457 6277425.209757302),la florida,0.0011954783691145543
924,POINT (910538.1858319644 6291538.346810885),providencia,0.0036454185979572923
925,POINT (914370.5326801387 6296147.740581832),las condes,0.002813878327660552
926,POINT (912144.1020736117 6289664.250630347),la reina,0.002439083943832167
927,POINT (906550.8032281243 6274457.1072353935),la pintana,0.00038091243412665185
928,POINT (912728.3033777076 6276188.252547847),puente alto,0.0011470525243409625
929,POINT (905854.0984152002 6279485.637061092),la granja,0.0009594005749449631
930,POINT (892489.1147727697 6284247.6021075435),maipu,0.00123838100416711
931,POINT (892228.14042237 6283273.5258498825),maipu,0.0012244215402723109
932,POINT (903281.4588088698 6285848.354750851),san miguel,0.001653854849291903
933,POINT (898002.3734436992 6295108.122284306),renca,0.0004528829880858144
934,POINT (909091.9478853189 6293667.040213531),providencia,0.004050336498271199
935,POINT (908161.8655667193 6292773.541660599),providencia,0.004007081965598974
936,POINT (899367.8896175978 6274338.3812958095),san bernardo,0.0014716664160553808
937,POINT (906414.9407482771 6283881.784094791),san joaquin,0.0011873695823799032
938,POINT (901574.0806371118 6276799.486235617),el bosque,0.000888676412039827
939,POINT (901801.3108978181 6282201.523737252),la cisterna,0.000970424528223916
940,POINT (907537.3849697635 6292691.238230606),providencia,0.003533760363761589
941,POINT (909359.6042661775 6280625.486009367),la florida,0.0014241402862976964
942,POINT (912367.9903795703 6271878.441881173),puente alto,0.0005451552851631164
943,POINT (902647.7736503656 6285333.190540874),pedro aguirre cerda,0.001372552963956835
944,POINT (912462.9860962618 6290147.558170099),la reina,0.002503400566382107
945,POINT (900818.103481139 6270793.042999161),san bernardo,0.0002701905282640972
946,POINT (902405.1389113208 6282200.139293932),la cisterna,0.0012193640354817585
947,POINT (908754.798325939 6289696.769956515),nunoa,0.0036224418982669037
948,POINT (918102.1239371613 6295763.077544585),las condes,0.0008908691421134884
949,POINT (911537.2699018971 6295558.7805798),las condes,0.004012221313272136
950,POINT (905386.3851718258 6291388.740817234),santiago,0.003432274921274168
951,POINT (904293.4116206871 6293581.159960038),independencia,0.001805092997747316
952,POINT (902271.177770226 6299506.032052623),huechuraba,0.0007109020272849713
953,POINT (914164.3831456216 6291159.547260616),la reina,0.0019059755396220843
954,POINT (909789.2960585913 6293197.246952521),las condes,0.004433585431357978
955,POINT (899426.1021126579 6275367.446991576),san bernardo,0.0014775999168814787
956,POINT (893187.807580917 6282461.461502207),maipu,0.0010544781453798375
957,POINT (901223.4849484263 6283236.3730448),lo espejo,0.0007800683559619032
958,POINT (915748.1299975077 6289574.156850182),la reina,0.0007942821170930643
959,POINT (908671.5797977365 6293505.697936597),providencia,0.0039040913909081315
960,POINT (894493.3684964094 6297814.510821462),renca,0.0002207775297569454
961,POINT (905470.1938571328 6281092.312338627),la granja,0.0009935066249139766
962,POINT (909875.5708660921 6292975.509286892),las condes,0.004422672608121787
963,POINT (909018.8455758758 6281649.720923574),la florida,0.0016853303542266767
964,POINT (908889.3670972232 6287937.938256111),nunoa,0.0023150233263150247
965,POINT (899362.0853555074 6291993.480505592),quinta normal,0.0007355364772846405
966,POINT (914236.3267806221 6282097.428329296),la florida,0.0004618497727420333
967,POINT (909239.1877934267 6282630.390280867),la florida,0.0018055872849710684
968,POINT (915554.3881796014 6297205.838488502),las condes,0.0017986965699817437
969,POINT (913514.3862174773 6295378.321931073),las condes,0.003461186451138725
970,POINT (907502.653144087 6293417.229272742),providencia,0.0028379440198437124
971,POINT (916228.9491981918 6290517.789542341),la reina,0.0007270634564294831
972,POINT (912412.3081020481 6284511.237983534),penalolen,0.0008595116585164585
973,POINT (899640.4737202564 6281973.084812768),lo espejo,0.0005402183509319714
974,POINT (908489.5959992751 6284915.570116722),macul,0.001418944436088507
975,POINT (901874.7820020057 6290389.287088848),santiago,0.001534082857365477
976,POINT (904348.0461741022 6292218.899034443),santiago,0.0030209327768312495
977,POINT (913122.0312145886 6289941.845472462),la reina,0.002087939400332841
978,POINT (911562.7408496034 6276805.827158043),puente alto,0.0013724705492434294
979,POINT (910601.042817411 6295066.975335402),las condes,0.003788710681258904
980,POINT (908270.3871415748 6283892.193582465),macul,0.0016247910368170971
981,POINT (898847.3885089511 6275353.88665),san bernardo,0.0014304699292747634
982,POINT (914073.0405511397 6294604.436486116),las condes,0.002901993689559143
983,POINT (912214.7331954689 6280004.346309585),la florida,0.0016039198758115024
984,POINT (912636.6511698507 6295850.507457796),las condes,0.0037991316277888117
985,POINT (912237.1587873274 6284321.684042256),penalolen,0.0008927505943893404
986,POINT (904880.6445924832 6292843.327618152),recoleta,0.002569024657915923
987,POINT (894222.5370047956 6285182.048144354),maipu,0.0014711706065255088
988,POINT (890418.8578965084 6284563.66682074),maipu,0.0005628711998785326
989,POINT (914675.516245604 6297883.803023052),vitacura,0.0017629131018641918
990,POINT (892197.5827703832 6282896.071451927),maipu,0.001192065789383991
991,POINT (899613.0762021963 6282483.869903753),lo espejo,0.0006159141404665151
992,POINT (912897.2878948986 6289215.755047135),la reina,0.0018209341415304614
993,POINT (909991.3405608671 6292446.005621949),providencia,0.0042627611934838204
994,POINT (897585.3235649036 6285089.107626915),cerrillos,0.0008573427248852036
995,POINT (911930.8558639648 6296637.38234358),vitacura,0.003231545230314078
996,POINT (909372.101714514 6293271.536786851),providencia,0.004389163169254633
997,POINT (905047.6209272419 6287127.276935492),san miguel,0.0016379825431373622
998,POINT (909181.2282967977 6288528.144607842),nunoa,0.0027738690961724047
999,POINT (914762.4444541486 6289816.839369204),la reina,0.0012512883646927336
1000,POINT (911647.8656255009 6271681.944583954),puente alto,0.0007845364512115832
1001,POINT (911867.9090728846 6296475.440869441),vitacura,0.0033812732576593827
1002,POINT (916094.9303013429 6290691.631029165),la reina,0.0008015819569674029
1003,POINT (906582.3942858545 6292410.802600894),providencia,0.003054996489969086
1004,POINT (908610.766273173 6293948.225152833),providencia,0.0033857118691009384
1005,POINT (911670.3856526047 6294401.082446631),las condes,0.0043578495082395525
1006,POINT (909864.2808168521 6273550.219131364),puente alto,0.0014264249351153206
1007,POINT (913331.7659870842 6290904.134397974),la reina,0.002310508516301426
1008,POINT (906026.5276416065 6270293.1613977),puente alto,0.0003833058438527061
1009,POINT (911531.1339133717 6292147.247987339),las condes,0.0034574420947280702
1010,POINT (905621.0754315327 6289532.390516077),santiago,0.0024896448213712306
1011,POINT (900533.5719391969 6274055.469886925),san bernardo,0.0011550800701741316
1012,POINT (913081.5191880009 6290814.241852546),la reina,0.0024152335111751167
1013,POINT (902132.3715195135 6299629.932286742),huechuraba,0.0007176720686009458
1014,POINT (906885.6605344405 6292328.546856515),providencia,0.003269203328278186
1015,POINT (906302.3343397884 6281635.09382939),la granja,0.0010008209440344432
1016,POINT (908940.4400085863 6287920.431936178),nunoa,0.002302162125134282
1017,POINT (909082.6249190159 6294648.965087568),providencia,0.0029649850754146644
1018,POINT (895415.4510703566 6301561.142622071),quilicura,0.0005981167913707793
1019,POINT (908487.0326467676 6289006.328231069),nunoa,0.003109209389856396
1020,POINT (891940.7021050863 6283882.593483031),maipu,0.0011746912960790754
1021,POINT (916669.5401616392 6297491.1799418405),las condes,0.0011230265690934194
1022,POINT (910280.7721251285 6295399.06746131),vitacura,0.00325352939974358
1023,POINT (909960.3049528407 6287639.633274987),nunoa,0.0019389011703905465
1024,POINT (909538.6497827542 6292339.720616284),providencia,0.004368887334835993
1025,POINT (899541.593791636 6291006.856877847),quinta normal,0.0008220489301773319
1026,POINT (911762.3456869491 6296835.270840982),vitacura,0.002981166377765193
1027,POINT (891049.2812459486 6282888.379039399),maipu,0.00100865275747546
1028,POINT (896692.9338496425 6301104.685759598),quilicura,0.0010919735814408915
1029,POINT (912131.4725038018 6289679.030431066),la reina,0.002452114204989731
1030,POINT (910464.152437591 6295790.8678529365),vitacura,0.0030720092246541387
1031,POINT (914880.2623113354 6289712.67936012),la reina,0.0011708430576834025
1032,POINT (901581.4383709237 6275719.927197745),el bosque,0.0009604423939821997
1033,POINT (912035.1312627544 6295748.78058056),las condes,0.003981166051171328
1034,POINT (914627.0674454897 6292259.765013008),las condes,0.001779847113523353
1035,POINT (918523.0864022434 6296570.233237866),las condes,0.0007257987313637277
1036,POINT (914716.218579941 6297820.738901353),vitacura,0.001807893791132553
1037,POINT (914377.743709119 6290567.162629856),la reina,0.0016548603448873316
1038,POINT (905142.6532688707 6298008.267012844),recoleta,0.000674485890748093
1039,POINT (902840.1564399358 6299225.858950653),huechuraba,0.0006442028001935146
1040,POINT (907840.346476425 6276413.2402777),puente alto,0.0007364586461760049
1041,POINT (910935.7784377575 6295552.387836798),vitacura,0.003679371801933132
1042,POINT (896677.766223917 6285259.561656461),cerrillos,0.0009687185180319073
1043,POINT (913350.8038144184 6295219.683432094),las condes,0.0035816391171866508
1044,POINT (903861.2367306608 6284883.62579128),san miguel,0.0017930093685588496
1045,POINT (901889.9766093846 6277506.597530466),el bosque,0.0008436487498166608
1046,POINT (895300.7347724122 6301105.255916134),quilicura,0.0006426137164641103
1047,POINT (898003.8367772449 6292888.716524037),cerro navia,0.0006430685718185962
1048,POINT (911915.6560792176 6293203.78004064),las condes,0.0038598645477447256
1049,POINT (910594.9135481776 6272895.146831516),puente alto,0.0014993323535494214
1050,POINT (909614.5137367498 6292875.201716708),providencia,0.004452117657629069
1051,POINT (917278.8414231203 6295184.90967177),las condes,0.0010850468105670532
1052,POINT (907683.1743948804 6285576.892795657),macul,0.0013554495501097432
1053,POINT (910893.8051812026 6274095.542237088),puente alto,0.0015624533476687884
1054,POINT (904354.9462743273 6286570.350848947),san miguel,0.0017786897789363102
1055,POINT (909730.2956370944 6292971.865902635),providencia,0.004443708485335502
1056,POINT (910342.4476539572 6279650.805823542),la florida,0.0015041578956390817
1057,POINT (911602.4616548924 6291397.523815112),la reina,0.0031349068995661943
1058,POINT (899779.2813474111 6303735.410266266),quilicura,0.00019268889393554098
1059,POINT (918519.5952174568 6296720.471541888),las condes,0.000718620440084109
1060,POINT (912557.0067274973 6286712.604148822),penalolen,0.0009668549450248361
1061,POINT (903838.9352946279 6279628.094366722),san ramon,0.0008723898827248109
1062,POINT (907650.8249414216 6289013.0716794785),nunoa,0.0027801037646484165
1063,POINT (910612.0286021887 6272036.1558979135),puente alto,0.001265573503034033
1064,POINT (915458.964924965 6293780.216285969),las condes,0.0014926800559671412
1065,POINT (911151.7445242004 6293016.633656681),las condes,0.004074653219272181
1066,POINT (903981.7448500898 6291723.832663664),santiago,0.0030986597820750876
1067,POINT (911428.8698752486 6279638.477884857),la florida,0.0017192598930970916
1068,POINT (910928.5690648374 6288253.920856686),nunoa,0.00205342194934786
1069,POINT (895127.5682460926 6287990.474867681),maipu,0.0010435747911495346
1070,POINT (905415.4943084295 6296875.21763583),recoleta,0.0007555407577866506
1071,POINT (904158.2489373279 6282750.241347084),la cisterna,0.0013487250465854565
1072,POINT (909720.2204146388 6272993.619747475),puente alto,0.001347077574368653
1073,POINT (900208.7693628566 6285065.582261491),pedro aguirre cerda,0.0006237652487175232
1074,POINT (914425.9955296698 6294608.1253713295),las condes,0.002588417919461833
1075,POINT (914604.505936261 6297029.379078129),vitacura,0.0023999726430494767
1076,POINT (909071.1424535271 6289645.85520076),nunoa,0.003602286880534437
1077,POINT (912245.0820911594 6278665.395278204),puente alto,0.0014250823284056107
1078,POINT (911449.1773381925 6295029.50964148),las condes,0.004242149444358363
1079,POINT (910183.5335652255 6275934.551083954),puente alto,0.0013119815690951127
1080,POINT (914554.3581329822 6292854.551728607),las condes,0.0019483516419895792
1081,POINT (898332.7868252385 6288867.465338109),estacion central,0.0006935764622323046
1082,POINT (902367.019935132 6292401.672280495),santiago,0.0013643516413734665
1083,POINT (907845.2809420694 6290325.369656507),nunoa,0.0035927904810523353
1084,POINT (911785.8708315862 6289661.89535174),nunoa,0.002593429588402189
1085,POINT (896493.8168101427 6286729.511478279),maipu,0.0010136365531102749
1086,POINT (914241.7389586167 6294805.429903824),las condes,0.0028066049888118795
1087,POINT (906777.9437990402 6292780.800476957),providencia,0.0028576480752523785
1088,POINT (910117.9264797438 6290476.383360339),nunoa,0.003575152381139711
1089,POINT (894531.317196662 6288496.522504257),maipu,0.0007652156567598518
1090,POINT (906992.7431082597 6292346.93960362),providencia,0.003324669760248869
1091,POINT (909038.8814539346 6290364.196221578),nunoa,0.00391583193520652
1092,POINT (910584.0264341794 6286041.597767115),macul,0.0011994284776546318
1093,POINT (905138.7449722545 6287782.750201674),santiago,0.0017102619849252338
1094,POINT (914051.8968001803 6295306.623883663),las condes,0.0030590170520984747
1095,POINT (910760.0075565196 6294837.525416883),las condes,0.00403671270697213
1096,POINT (916352.3676547396 6298044.893887496),las condes,0.0010523016980288138
1097,POINT (906272.5912231538 6288277.0342485085),santiago,0.0018472150340743836
1098,POINT (904162.2176677745 6290086.386888086),santiago,0.0028269759807739107
